,STN,WBAN,YEARMODA,TEMP,TEMP_count,DEWP,DEWP_count,SLP,SLP_count,STP,STP_count,VISIB,VISIB_count,WDSP,WDSP_count,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,MAX_flag,MIN_flag,PRCP_A,PRCP_B,PRCP_C,PRCP_D,PRCP_G,PRCP_H,PRCP_I
1611,722900,23188,2003-03-31,69.0,24,40.1,24,1017.1,24,,0,10.0,24,3.7,24,15.0,,82.0,54.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1612,722900,23188,2003-04-01,62.0,24,55.2,24,1013.9,24,,0,9.5,24,6.2,24,10.1,,70.0,55.4,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1613,722900,23188,2003-04-02,60.2,24,49.2,24,1015.1,24,,0,9.9,24,8.5,24,13.0,16.9,64.0,55.9,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1614,722900,23188,2003-04-03,57.7,24,44.3,24,1020.3,24,,0,10.0,24,8.3,24,13.0,16.9,61.0,53.6,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1615,722900,23188,2003-04-04,55.8,24,44.0,24,1020.9,24,,0,10.0,24,5.8,24,14.0,19.0,62.1,50.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1616,722900,23188,2003-04-05,57.3,24,43.9,24,1018.0,24,,0,10.0,24,10.0,24,15.0,16.9,62.1,50.0,0.0,,10000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1617,722900,23188,2003-04-06,56.5,24,43.4,24,1019.1,24,,0,10.0,24,4.9,24,12.0,15.9,64.0,50.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1618,722900,23188,2003-04-07,59.8,24,47.2,24,1017.5,24,,0,10.0,24,4.8,24,12.0,,72.0,50.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1619,722900,23188,2003-04-08,64.6,24,46.4,24,1017.9,24,,0,9.5,24,4.6,24,12.0,,80.1,52.0,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1620,722900,23188,2003-04-09,66.5,24,46.6,24,1015.0,24,,0,10.0,24,4.8,24,14.0,,80.1,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1621,722900,23188,2003-04-10,61.8,24,55.4,24,1015.3,22,,0,9.2,24,5.6,24,10.1,,73.9,55.9,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1622,722900,23188,2003-04-11,60.3,24,54.0,24,1018.2,23,,0,8.5,24,4.3,24,11.1,,66.9,57.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1623,722900,23188,2003-04-12,62.3,24,54.5,24,1017.5,24,,0,10.0,24,6.0,24,11.1,,70.0,57.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1624,722900,23188,2003-04-13,62.4,24,56.6,24,1017.8,20,,0,8.4,24,6.7,24,10.1,,70.0,57.9,0.03,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1625,722900,23188,2003-04-14,61.9,24,56.6,24,1016.6,21,,0,9.1,24,9.6,24,23.9,27.0,66.0,53.1,0.57,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1626,722900,23188,2003-04-15,55.7,24,47.2,24,1019.0,22,,0,9.2,24,8.5,24,15.9,22.9,64.0,53.1,0.52,,110000,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1627,722900,23188,2003-04-16,57.1,24,46.7,24,1019.8,24,,0,9.9,24,6.2,24,14.0,,63.0,50.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1628,722900,23188,2003-04-17,56.2,24,48.7,24,1016.1,23,,0,9.6,24,5.2,24,11.1,,63.0,50.0,0.28,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1629,722900,23188,2003-04-18,57.8,24,48.3,24,1017.2,24,,0,9.9,24,5.6,24,11.1,,62.1,52.0,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1630,722900,23188,2003-04-19,58.5,24,48.5,24,1017.1,24,,0,10.0,24,6.3,24,12.0,,64.9,53.6,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1631,722900,23188,2003-04-20,61.4,24,52.5,24,1015.7,24,,0,9.1,24,4.9,24,13.0,,69.1,54.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1632,722900,23188,2003-04-21,60.7,24,52.4,24,1014.2,22,,0,9.8,24,7.4,24,14.0,18.1,69.1,54.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1633,722900,23188,2003-04-22,57.8,24,45.9,24,1015.0,24,,0,10.0,24,11.0,24,15.9,21.0,63.0,53.1,0.0,,10000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1634,722900,23188,2003-04-23,57.7,24,48.2,24,1016.9,24,,0,10.0,24,6.7,24,13.0,,63.0,53.1,0.02,,10000,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1635,722900,23188,2003-04-24,58.8,24,50.1,24,1017.7,24,,0,9.9,24,6.9,24,12.0,,64.0,53.1,0.0,,0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1636,722900,23188,2003-04-25,59.7,24,51.7,24,1017.6,24,,0,9.9,24,6.9,24,13.0,,66.0,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1637,722900,23188,2003-04-26,60.1,24,51.5,24,1016.3,24,,0,10.0,24,7.6,24,14.0,,66.0,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1638,722900,23188,2003-04-27,59.4,24,50.7,24,1015.7,24,,0,10.0,24,5.0,24,11.1,,64.9,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1639,722900,23188,2003-04-28,59.3,24,49.6,24,1016.1,24,,0,10.0,24,6.1,24,12.0,,66.9,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1640,722900,23188,2003-04-29,59.9,24,50.2,24,1016.6,24,,0,9.9,24,8.3,24,14.0,20.0,66.9,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1641,722900,23188,2003-04-30,58.4,24,48.4,24,1016.9,24,,0,10.0,24,7.2,24,13.0,,64.0,53.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1642,722900,23188,2003-05-01,59.0,24,51.5,24,1016.2,23,,0,9.8,24,5.5,24,12.0,14.0,64.9,53.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1643,722900,23188,2003-05-02,58.7,24,49.9,24,1015.8,24,,0,9.9,24,5.8,24,12.0,,64.9,54.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1644,722900,23188,2003-05-03,59.4,24,53.7,24,1014.5,20,,0,8.1,24,9.9,24,18.1,26.0,63.0,55.0,0.3,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1645,722900,23188,2003-05-04,61.0,24,54.8,24,1018.0,20,,0,9.7,24,6.9,24,14.0,,66.0,55.9,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1646,722900,23188,2003-05-05,60.3,24,51.4,24,1016.3,24,,0,9.9,24,6.8,24,13.0,,66.0,57.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1647,722900,23188,2003-05-06,59.9,24,52.9,24,1014.7,24,,0,9.2,24,7.3,24,13.0,,64.9,57.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1648,722900,23188,2003-05-07,58.7,24,50.6,24,1015.6,24,,0,9.7,24,7.3,24,13.0,,63.0,57.0,0.0,,10000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1649,722900,23188,2003-05-08,58.4,24,49.9,24,1017.0,23,,0,9.7,24,7.8,24,15.0,15.9,63.0,57.0,0.0,,110000,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1650,722900,23188,2003-05-09,58.3,24,46.7,24,1017.6,23,,0,10.0,24,9.3,24,13.0,18.1,62.6,55.4,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1651,722900,23188,2003-05-10,58.4,24,46.8,24,1017.6,24,,0,9.9,24,4.9,24,11.1,,66.0,51.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1652,722900,23188,2003-05-11,61.0,24,51.4,24,1016.2,24,,0,9.7,24,5.1,24,11.1,,69.1,51.1,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1653,722900,23188,2003-05-12,62.6,24,52.7,24,1015.3,24,,0,9.6,24,3.7,24,10.1,,70.0,54.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1654,722900,23188,2003-05-13,63.3,24,57.3,24,1015.1,22,,0,8.3,24,5.4,24,10.1,,70.0,54.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1655,722900,23188,2003-05-14,60.8,24,55.4,24,1015.6,23,1013.8,7,7.9,24,7.2,24,14.0,,70.0,59.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1656,722900,23188,2003-05-15,60.2,24,51.8,24,1017.0,24,1015.9,13,9.9,24,6.0,24,11.1,,66.0,55.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1657,722900,23188,2003-05-16,61.5,24,55.4,24,1014.9,24,1013.8,23,8.3,24,5.2,24,11.1,,68.0,55.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1658,722900,23188,2003-05-17,61.1,24,57.2,24,1013.6,22,1012.4,20,5.1,24,4.8,24,10.1,,69.1,57.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1659,722900,23188,2003-05-18,62.1,24,56.3,24,1014.9,24,1013.7,21,6.5,24,5.8,24,10.1,,68.0,57.9,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1660,722900,23188,2003-05-19,61.6,24,55.7,24,1015.2,24,1014.1,24,6.1,24,3.0,24,8.9,,68.0,57.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1661,722900,23188,2003-05-20,63.8,24,58.4,24,1014.4,22,,0,5.3,24,4.1,24,8.0,,71.1,57.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1662,722900,23188,2003-05-21,66.8,24,59.5,24,1012.8,24,1011.7,24,7.2,24,3.5,24,8.9,,75.9,59.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1663,722900,23188,2003-05-22,65.9,24,61.7,24,1012.8,23,1011.8,22,6.7,24,4.0,24,8.9,,75.9,61.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1664,722900,23188,2003-05-23,61.4,24,56.8,24,1014.5,24,1013.4,24,7.9,24,5.6,24,8.9,,71.1,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1665,722900,23188,2003-05-24,61.0,24,54.8,24,1014.2,24,1013.1,23,9.6,24,5.5,24,8.9,,64.0,59.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1666,722900,23188,2003-05-25,62.4,24,54.5,24,1013.8,24,1012.7,24,9.8,24,5.6,24,10.1,,66.9,59.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1667,722900,23188,2003-05-26,63.3,24,57.7,24,1014.9,24,1013.8,24,9.8,24,6.8,24,11.1,15.9,69.1,60.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1668,722900,23188,2003-05-27,63.5,24,59.7,24,1014.5,20,1013.4,20,5.9,24,4.5,24,10.1,,68.0,60.8,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1669,722900,23188,2003-05-28,65.5,24,60.3,24,1013.3,24,1012.1,22,8.2,24,4.8,24,11.1,,73.9,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1670,722900,23188,2003-05-29,63.3,24,60.6,24,1013.2,22,1012.1,21,5.3,24,5.2,24,8.9,,73.9,60.1,0.0,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1671,722900,23188,2003-05-30,63.0,24,57.7,24,1013.3,24,1012.2,24,8.1,24,4.2,24,8.9,,66.9,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1672,722900,23188,2003-05-31,62.6,24,57.0,24,1013.9,24,1012.8,23,7.9,24,4.6,24,8.9,,66.0,60.8,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1673,722900,23188,2003-06-01,62.3,24,56.7,24,1013.8,24,1012.6,23,7.2,24,4.8,24,8.9,,66.9,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1674,722900,23188,2003-06-02,61.3,24,56.8,24,1012.3,24,1011.3,23,6.7,24,5.2,24,8.9,,66.9,59.0,0.0,,100000,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1675,722900,23188,2003-06-03,61.6,24,57.5,24,1012.9,23,1011.8,23,7.7,24,6.4,24,8.9,,64.9,59.0,0.0,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1676,722900,23188,2003-06-04,63.5,24,56.2,24,1012.8,24,1011.7,24,9.5,24,4.9,24,9.9,,69.1,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1677,722900,23188,2003-06-05,63.9,24,55.4,24,1013.0,24,1011.8,24,9.9,24,5.6,24,10.1,,69.1,60.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1678,722900,23188,2003-06-06,63.1,24,56.7,24,1014.4,24,1013.3,24,10.0,24,5.3,24,11.1,,66.9,62.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1679,722900,23188,2003-06-07,62.3,24,59.6,24,1013.8,21,1012.7,21,6.5,24,7.8,24,11.1,,66.0,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1680,722900,23188,2003-06-08,62.3,24,58.3,24,1011.8,22,1010.7,22,7.7,24,5.9,24,8.0,,66.0,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1681,722900,23188,2003-06-09,62.4,24,56.9,24,1011.8,24,1010.7,24,9.8,24,7.9,24,12.0,,66.0,60.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1682,722900,23188,2003-06-10,63.5,24,55.0,24,1014.4,24,1013.3,24,10.0,24,5.5,24,10.1,,66.9,61.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1683,722900,23188,2003-06-11,64.1,24,54.8,24,1015.3,24,1014.1,24,9.9,24,5.3,24,13.0,,69.1,60.8,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1684,722900,23188,2003-06-12,64.2,24,52.9,24,1014.1,24,1013.0,24,10.0,24,7.1,24,11.1,14.0,70.0,61.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1685,722900,23188,2003-06-13,64.3,24,54.3,24,1013.8,24,1012.7,24,9.9,24,5.8,24,10.1,,69.1,62.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1686,722900,23188,2003-06-14,66.0,24,57.8,24,1013.6,24,1012.5,24,8.0,24,5.6,24,10.1,,71.1,62.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1687,722900,23188,2003-06-15,64.0,24,59.0,24,1013.1,24,1012.0,24,4.9,24,5.7,24,10.1,,71.1,62.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1688,722900,23188,2003-06-16,61.4,24,57.4,24,1012.8,24,1011.7,24,5.5,24,4.7,24,10.1,,66.0,59.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1689,722900,23188,2003-06-17,62.2,24,56.6,24,1012.3,24,1011.1,24,6.1,24,4.6,24,8.9,,66.0,59.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1690,722900,23188,2003-06-18,62.3,24,56.9,24,1010.8,24,1009.7,24,7.2,24,5.4,24,8.9,,66.0,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1691,722900,23188,2003-06-19,62.0,24,56.1,24,1010.1,24,1009.0,24,9.3,24,6.8,24,11.1,,64.4,60.8,0.0,,110000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1692,722900,23188,2003-06-20,61.6,24,55.3,24,1011.4,24,1010.3,24,9.2,24,7.5,24,11.1,,64.9,60.1,0.0,,110000,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1693,722900,23188,2003-06-21,62.2,24,54.6,24,1012.7,24,1011.7,24,9.5,24,7.0,24,10.1,,64.9,60.1,0.0,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1694,722900,23188,2003-06-22,62.5,24,53.9,24,1012.6,24,1011.4,22,9.9,24,8.0,24,13.0,,66.0,60.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1695,722900,23188,2003-06-23,62.6,24,54.3,24,1011.0,24,1009.8,24,10.0,24,6.0,24,8.0,,66.0,61.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1696,722900,23188,2003-06-24,63.1,24,52.6,24,1011.0,24,1009.9,24,10.0,24,7.0,24,10.1,,66.9,60.8,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1697,722900,23188,2003-06-25,64.8,24,55.7,24,1012.8,24,1011.7,24,9.2,24,3.9,24,10.1,,72.0,60.1,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1698,722900,23188,2003-06-26,65.3,24,60.5,24,1014.2,24,1013.1,24,5.6,24,6.1,24,10.1,,73.0,60.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1699,722900,23188,2003-06-27,65.5,24,60.6,24,1013.7,24,1012.5,24,6.6,24,6.3,24,11.1,,73.0,61.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1700,722900,23188,2003-06-28,65.3,24,59.3,24,1012.3,24,1011.2,24,8.8,24,5.2,24,10.1,,71.1,62.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1701,722900,23188,2003-06-29,66.3,24,59.0,24,1012.8,24,1011.6,24,8.5,24,6.0,24,12.0,,72.0,62.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1702,722900,23188,2003-06-30,67.2,24,61.3,24,1013.8,24,1012.7,24,6.5,24,6.6,24,13.0,,73.4,62.6,0.0,,100000,True,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1703,722900,23188,2003-07-01,66.1,24,62.1,24,1013.9,24,1012.8,24,5.5,24,5.1,24,11.1,,73.9,62.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1704,722900,23188,2003-07-02,66.9,24,62.1,24,1013.4,24,1012.3,23,6.9,24,5.3,24,10.1,15.9,71.1,62.1,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1705,722900,23188,2003-07-03,70.8,24,61.8,24,1012.9,24,1011.8,24,8.7,24,5.8,24,14.0,,82.0,63.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1706,722900,23188,2003-07-04,72.6,24,62.5,24,1011.5,24,1010.3,24,8.7,24,4.5,24,11.1,,82.9,66.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1707,722900,23188,2003-07-05,68.3,24,62.4,24,1010.9,24,1009.8,24,6.7,24,5.4,24,10.1,,82.9,63.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1708,722900,23188,2003-07-06,65.9,24,61.1,24,1010.6,24,1009.5,24,6.2,24,6.2,24,10.1,,70.0,62.6,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1709,722900,23188,2003-07-07,65.0,24,58.2,24,1011.0,24,1009.9,24,7.2,24,7.0,24,11.1,,68.0,62.6,0.0,,0,True,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1710,722900,23188,2003-07-08,65.0,24,58.4,24,1012.7,24,1011.5,24,8.5,24,5.7,24,11.1,,69.1,62.6,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1711,722900,23188,2003-07-09,64.8,24,59.8,24,1013.6,24,1012.5,24,7.0,24,4.1,24,7.0,,71.6,62.1,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1712,722900,23188,2003-07-10,67.6,24,63.0,24,1013.4,24,1012.2,24,6.7,24,5.6,24,8.0,,72.0,62.1,0.0,,110000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1713,722900,23188,2003-07-11,67.3,24,62.5,24,1013.5,24,1012.4,24,6.6,24,5.9,24,14.0,,73.0,62.6,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1714,722900,23188,2003-07-12,68.5,24,62.3,24,1015.9,24,1014.9,24,7.8,24,4.1,24,8.0,,75.9,63.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1715,722900,23188,2003-07-13,69.7,24,62.9,24,1015.3,24,1014.3,24,8.0,24,4.3,24,8.0,,77.0,64.9,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1716,722900,23188,2003-07-14,68.3,24,63.2,24,1013.2,24,1012.0,24,7.3,24,4.7,24,8.9,,77.0,64.9,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1717,722900,23188,2003-07-15,68.5,24,63.7,24,1011.7,24,1010.6,24,8.0,24,5.1,24,8.9,,72.0,66.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1718,722900,23188,2003-07-16,69.4,24,64.3,24,1010.6,24,1009.5,24,6.7,24,5.0,24,12.0,,88.0,66.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1719,722900,23188,2003-07-17,71.0,24,65.5,24,1011.9,24,1010.8,24,7.1,24,5.1,24,12.0,,88.0,66.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1720,722900,23188,2003-07-18,68.5,24,65.3,24,1015.9,24,1014.8,24,6.2,24,5.2,24,10.1,,70.0,66.2,0.0,,110000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1721,722900,23188,2003-07-19,70.8,24,65.4,24,1016.5,24,1015.4,24,8.6,24,3.7,24,7.0,,77.0,66.9,0.0,,110000,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1722,722900,23188,2003-07-20,72.1,24,65.0,24,1016.4,24,1015.3,24,8.6,24,5.2,24,8.9,,78.1,68.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1723,722900,23188,2003-07-21,71.8,24,65.7,24,1015.0,24,1013.8,24,8.2,24,6.3,24,12.0,,78.1,68.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1724,722900,23188,2003-07-22,69.9,24,66.9,24,1014.2,24,1013.1,24,8.2,24,6.2,24,10.1,,75.9,64.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1725,722900,23188,2003-07-23,68.2,24,64.6,24,1014.4,24,1013.3,24,7.8,24,4.4,24,8.0,,73.0,66.2,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1726,722900,23188,2003-07-24,68.2,24,63.2,24,1013.9,24,1012.8,24,9.7,24,4.8,24,8.9,,73.9,66.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1727,722900,23188,2003-07-25,68.7,24,62.8,24,1013.7,24,1012.6,23,9.4,24,5.1,24,11.1,,73.9,66.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1728,722900,23188,2003-07-26,69.9,24,64.5,24,1015.4,24,1014.3,24,9.3,24,6.1,24,11.1,,73.9,66.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1729,722900,23188,2003-07-27,70.7,24,65.8,24,1016.6,24,1015.5,24,8.7,24,7.4,24,13.0,,75.0,68.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1730,722900,23188,2003-07-28,70.2,24,65.1,24,1015.7,24,1014.6,24,9.6,24,6.0,24,13.0,,75.0,68.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1731,722900,23188,2003-07-29,70.7,24,65.6,24,1014.2,24,1013.1,24,9.1,24,6.2,24,8.9,,75.9,68.0,0.0,,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1732,722900,23188,2003-07-30,71.2,24,66.1,24,1014.6,24,1013.6,24,8.8,24,5.1,24,10.1,,78.1,68.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1733,722900,23188,2003-07-31,70.6,24,66.8,24,1016.6,24,1015.5,24,9.9,24,5.0,24,8.9,,78.1,68.0,0.0,,10000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1734,722900,23188,2003-08-01,71.1,24,65.1,24,1017.2,24,1016.2,24,9.5,24,6.0,24,12.0,,75.9,69.1,0.0,,100000,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1735,722900,23188,2003-08-02,71.6,24,65.1,24,1017.3,24,1016.2,24,9.9,24,7.1,24,12.0,,75.9,68.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1736,722900,23188,2003-08-03,70.7,24,64.5,24,1016.7,24,1015.6,24,10.0,24,6.3,24,12.0,,75.0,66.2,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1737,722900,23188,2003-08-04,70.7,24,64.5,24,1015.5,24,1014.4,24,9.3,24,6.0,24,13.0,,75.9,66.2,0.0,,0,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1738,722900,23188,2003-08-05,70.9,24,64.4,24,1014.8,24,1013.7,24,9.6,24,6.3,24,12.0,,77.0,66.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1739,722900,23188,2003-08-06,70.1,24,63.7,24,1015.0,24,1013.9,24,9.7,24,5.4,24,12.0,,77.0,66.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1740,722900,23188,2003-08-07,70.2,24,64.0,24,1014.1,24,1013.0,24,8.5,24,5.9,24,12.0,,77.0,64.9,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
